Name,Email,User Name,Notes,Attachments,Attachment Summary,University,Degree,Learning Habits,Career Goals,Struggling Concepts,Meet-up Distance,Meet-up Mode,Preference Categories,University : Weight,University : Score,University : Percent,Degree : Weight,Degree : Score,Degree : Percent,Learning Habits : Weight,Learning Habits : Score,Learning Habits : Percent,Struggling Concepts : Weight,Struggling Concepts : Score,Struggling Concepts : Percent,Career Trajectories : Weight,Career Trajectories : Score,Career Trajectories : Percent,Meet-up Distance : Weight,Meet-up Distance : Score,Meet-up Distance : Percent,Meet-up Mode : Weight,Meet-up Mode : Score,Meet-up Mode : Percent,Learning Style,Compatibility Score,Score Total,Student Matches (Student A),Student Matches (Student B),Student Matches,Groups (Members),Groups (Best Matched Students (AI)),Groups,Student-Group Matches,Student-Group Matches 2
Ivan Horvat,ivan.horvat@email.com,ivan.horvat,,,,California Institute of Technology (Caltech),Engineering,"Hands-on projects, group work",Mechanical engineer,Thermodynamics,10 miles,In Person,"Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Mode",2,90,17,3,100,19,3,100,19,2,90,17,2,90,17,1,70,13,1,70,13,Kinesthetic,,540,"Ivan Horvat ↔ Jacob Green,Ivan Horvat ↔ Kevin Nguyen,Ivan Horvat ↔ Leah Stein,Ivan Horvat ↔ Liam O'Connor,Ivan Horvat ↔ Linh Tran,Ivan Horvat ↔ Lucas Meyer,Ivan Horvat ↔ Maria Rodriguez,Ivan Horvat ↔ Mateo Silva,Ivan Horvat ↔ Mateusz Zielinski,Ivan Horvat ↔ Mei Chen,Ivan Horvat ↔ Nadia Benali,Ivan Horvat ↔ Olivia Wilson,Ivan Horvat ↔ Omar Farouk,Ivan Horvat ↔ Pedro Alvarez,Ivan Horvat ↔ Samantha Evans,Ivan Horvat ↔ Samuel Mensah,Ivan Horvat ↔ Santiago Lopez,Ivan Horvat ↔ Sibel Yilmaz,Ivan Horvat ↔ Sofia Garcia,Ivan Horvat ↔ Sofia Petrova,Ivan Horvat ↔ Tariq Aziz,Ivan Horvat ↔ Tomasz Nowak,Ivan Horvat ↔ Victoria Smith,Ivan Horvat ↔ Wei Zhang,Ivan Horvat ↔ Yuki Tanaka","Aaliyah Mohammed ↔ Ivan Horvat,Ahmed El-Sayed ↔ Ivan Horvat,Ahmed Hassan ↔ Ivan Horvat,Alexei Ivanov ↔ Ivan Horvat,Anna Müller ↔ Ivan Horvat,Ava Williams ↔ Ivan Horvat,Aya Nakamura ↔ Ivan Horvat,Dariusz Kowalski ↔ Ivan Horvat,Diego Torres ↔ Ivan Horvat,Emily Brown ↔ Ivan Horvat,Ethan Johnson ↔ Ivan Horvat,Hana Kimura ↔ Ivan Horvat,Helena Costa ↔ Ivan Horvat",,,,"Fatima Al-Farsi ↔ Ivan Horvat,Ahmed Hassan ↔ Ivan Horvat,Ivan Horvat ↔ Lina Svensson,Ivan Horvat ↔ Tariq Aziz","Ivan Horvat ↔ Fatima Al-Farsi ↔ Lina Svensson,Ivan Horvat ↔ Fatima Al-Farsi ↔ Leah Stein,Ivan Horvat ↔ Leah Stein ↔ Lina Svensson",
Ivan Petrov,ivan.petrov@email.com,ivan.petrov,,,,Carnegie Mellon University,Biology,"Lab work, field research",Ecologist,Ecosystem dynamics,10 miles,In Person,"University,Learning Habits,Career Trajectories",1,70,15,3,100,21,1,70,15,3,100,21,1,70,15,1,70,15,1,70,15,Kinesthetic,,480,"Ivan Petrov ↔ Kwame Boateng,Ivan Petrov ↔ Laila Rahman,Ivan Petrov ↔ Leila Haddad,Ivan Petrov ↔ Lucas Evans,Ivan Petrov ↔ Mariam Habib,Ivan Petrov ↔ Maya Cohen,Ivan Petrov ↔ Maya Sharma,Ivan Petrov ↔ Mikhail Orlov,Ivan Petrov ↔ Mina Hassan,Ivan Petrov ↔ Mustafa Demir,Ivan Petrov ↔ Noah Weber,Ivan Petrov ↔ Oluwaseun Adeyemi,Ivan Petrov ↔ Rashid Khan,Ivan Petrov ↔ Ravi Kumar,Ivan Petrov ↔ Samuel Lee,Ivan Petrov ↔ Sana Qureshi,Ivan Petrov ↔ Sara Ahmed,Ivan Petrov ↔ Sophie Dubois,Ivan Petrov ↔ Svetlana Ivanova,Ivan Petrov ↔ Thiago Pereira,Ivan Petrov ↔ Viktor Novak,Ivan Petrov ↔ Yara Mansour,Ivan Petrov ↔ Zara Ali","Ananya Singh ↔ Ivan Petrov,Chinonso Okafor ↔ Ivan Petrov,Elena Popova ↔ Ivan Petrov,Grace Lee ↔ Ivan Petrov,Hiroshi Sato ↔ Ivan Petrov",,,,"Ivan Petrov ↔ Maya Sharma,Ivan Petrov ↔ Ravi Kumar,Ivan Petrov ↔ Kwame Boateng,Ava Thompson ↔ Ivan Petrov,Isabella Rossi ↔ Ivan Petrov,Ivan Petrov ↔ Zara Ali","Ivan Petrov ↔ Emily Clark ↔ Svetlana Ivanova,Ivan Petrov ↔ Kwame Boateng ↔ Laila Rahman,Ivan Petrov ↔ Laila Rahman ↔ Sophie Dubois",
Jack Lewis,jack.lewis@email.com,jack.lewis,,,,"University of California, San Diego",Mathematics,"Problem sets, online tutorials",Statistician,Probability theory,5 miles,Online,"Degree,Learning Habits,Meet-up Distance,Meet-up Mode",3,100,19,2,90,17,1,70,13,1,70,13,3,100,19,3,100,19,3,100,19,Visual,,530,,,,,,,,
Jack White,jack.white@email.com,jack.white,,,,Massachusetts Institute of Technology (MIT),Business,"Case competitions, group projects",Entrepreneur,,9 miles,In Person,"University,Degree,Meet-up Distance,Meet-up Mode",2,90,20,3,100,22,0,0,0,1,70,16,2,90,20,3,100,22,3,100,22,,,450,,,,,,,,
Jacob Green,jacob.green@email.com,jacob.green,,,,Cornell University,Engineering,"Hands-on projects, group work",Mechanical engineer,Thermodynamics,9 miles,In Person,"Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Mode",2,90,17,3,100,19,3,100,19,2,90,17,2,90,17,1,70,13,1,70,13,Kinesthetic,,540,"Jacob Green ↔ Kevin Nguyen,Jacob Green ↔ Leah Stein,Jacob Green ↔ Liam O'Connor,Jacob Green ↔ Lina Svensson,Jacob Green ↔ Linh Tran,Jacob Green ↔ Lucas Meyer,Jacob Green ↔ Maria Rodriguez,Jacob Green ↔ Mateusz Zielinski,Jacob Green ↔ Mei Chen,Jacob Green ↔ Nadia Benali,Jacob Green ↔ Olivia Wilson,Jacob Green ↔ Pedro Alvarez,Jacob Green ↔ Samantha Evans,Jacob Green ↔ Samuel Mensah,Jacob Green ↔ Santiago Lopez,Jacob Green ↔ Sibel Yilmaz,Jacob Green ↔ Sofia Garcia,Jacob Green ↔ Sofia Petrova,Jacob Green ↔ Tariq Aziz,Jacob Green ↔ Tomasz Nowak,Jacob Green ↔ Victoria Smith,Jacob Green ↔ Wei Zhang,Jacob Green ↔ Yuki Tanaka","Aaliyah Mohammed ↔ Jacob Green,Ahmed El-Sayed ↔ Jacob Green,Ahmed Hassan ↔ Jacob Green,Alexei Ivanov ↔ Jacob Green,Ava Williams ↔ Jacob Green,Aya Nakamura ↔ Jacob Green,Dariusz Kowalski ↔ Jacob Green,Diego Torres ↔ Jacob Green,Emily Brown ↔ Jacob Green,Ethan Johnson ↔ Jacob Green,Fatima Al-Farsi ↔ Jacob Green,Hana Kimura ↔ Jacob Green,Helena Costa ↔ Jacob Green,Ivan Horvat ↔ Jacob Green",,,,"Jacob Green ↔ Pedro Alvarez,Jacob Green ↔ Yuki Tanaka,Jacob Green ↔ Kevin Nguyen,Diego Torres ↔ Jacob Green,Dariusz Kowalski ↔ Jacob Green","Jacob Green ↔ Ahmed Hassan ↔ Anna Müller,Jacob Green ↔ Dariusz Kowalski ↔ Mateo Silva,Jacob Green ↔ Lina Svensson ↔ Omar Farouk",
Jamal Carter,jamal.carter@email.com,jamal.carter,Notes not provided,,,California Institute of Technology (Caltech),Biology,"Group study, flashcards",Research scientist,Genetics,8 miles,In Person,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode,Other",2,90,17,2,90,17,2,90,17,2,90,17,2,90,17,2,90,17,2,90,17,Visual,,540,"Jamal Carter ↔ Jin Park,Jamal Carter ↔ Juan Martinez,Jamal Carter ↔ Julia Nowak,Jamal Carter ↔ Marta Kowalczyk,Jamal Carter ↔ Mohamed Abdallah,Jamal Carter ↔ Mohammed Hassan,Jamal Carter ↔ Nia Williams,Jamal Carter ↔ Nour El-Din,Jamal Carter ↔ Oscar Lindberg,Jamal Carter ↔ Sienna Murphy,Jamal Carter ↔ Yusuf Ali","Amina Yusuf ↔ Jamal Carter,Arjun Desai ↔ Jamal Carter,Benjamin Cohen ↔ Jamal Carter,Gabriel Souza ↔ Jamal Carter",,None,None,,"Jamal Carter ↔ Andres Gomez ↔ Nia Williams,Jamal Carter ↔ Andres Gomez ↔ Oscar Lindberg,Jamal Carter ↔ Amina Yusuf ↔ Julia Nowak",
James Anderson,james.anderson@email.com,james.anderson,,,,Georgia Institute of Technology,History,"Archival research, lectures",Historian,Medieval Europe,11 miles,Online,"University,Struggling Concepts,Meet-up Distance",1,70,13,3,100,19,2,90,17,2,90,17,3,100,19,1,70,13,1,70,13,Visual,,520,,,,,,,,
James Walker,james.walker@email.com,james.walker,Notes not provided,,,Georgia Institute of Technology,Engineering,"Design projects, teamwork",Project manager,Statics,9 miles,In Person,"University,Career Trajectories,Meet-up Distance,Meet-up Mode",3,100,18,2,90,16,2,90,16,2,90,16,2,90,16,2,90,16,2,90,16,1,,550,,,,None,None,,,
Jan Becker,jan.becker@email.com,jan.becker,,,,Cornell University,Economics,"Data analysis, group discussions",Financial analyst,Struggles with econometrics,11 miles,Online,"University,Learning Habits,Struggling Concepts,Meet-up Mode",3,100,19,2,90,17,2,90,17,3,100,19,1,70,13,2,90,17,2,90,17,Visual,,540,,,,,,,,
Jana Peters,jana.peters@email.com,jana.peters,,,,Stanford University,Civil Engineering,"Prefers lectures, visual aids",Urban planner,Struggles with soil mechanics,12 miles,Hybrid,"Degree,Meet-up Distance,Meet-up Mode",3,100,20,2,90,18,2,90,18,1,70,14,2,90,18,1,70,14,1,70,14,3,,510,Jana Peters ↔ Omar Hassan,,,,,,,
Jannik Schmid,jannik.schmid@email.com,jannik.schmid,,,,Massachusetts Institute of Technology (MIT),Political Science,"Debate, essay writing",Law school,Struggles with constitutional law,4 miles,Hybrid,"University,Degree,Learning Habits",2,90,17,2,90,17,3,100,19,1,70,13,2,90,17,3,100,19,3,100,19,1,,540,Jannik Schmid ↔ John Smith,,,,,,,
Jasmine Lee,jasmine.lee@email.com,jasmine.lee,,,,"University of California, Berkeley",Law,"Moot court, essay writing",Legal advisor,Intellectual property,7 miles,Hybrid,"Degree,Learning Habits,Struggling Concepts",3,100,18,2,90,16,3,100,18,2,90,16,2,90,16,2,90,16,2,90,16,Reading/Writing,,560,,,,,,,,
Jin Ho Park,jin.ho.park@email.com,jin.ho.park,,,,University of Miami,Mathematics,"Problem solving, online tutorials",Statistician,Probability theory,11 miles,In Person,"University,Struggling Concepts,Meet-up Distance",3,100,19,1,70,13,2,90,17,2,90,17,3,100,19,1,70,13,1,70,13,Visual,,520,Jin Ho Park ↔ Jinwoo Park,,,,,,,
Jin Park,jin.park@email.com,jin.park,Notes not provided,,,Georgia Institute of Technology,Biology,"Group study, flashcards",Research scientist,Genetics,8 miles,In Person,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode,Other",2,90,17,2,90,17,2,90,17,2,90,17,2,90,17,2,90,17,2,90,17,Visual,,540,"Jin Park ↔ Juan Martinez,Jin Park ↔ Julia Nowak,Jin Park ↔ Marta Kowalczyk,Jin Park ↔ Mohamed Abdallah,Jin Park ↔ Mohammed Hassan,Jin Park ↔ Nia Williams,Jin Park ↔ Nour El-Din,Jin Park ↔ Oscar Lindberg,Jin Park ↔ Sienna Murphy,Jin Park ↔ Yusuf Ali","Amina Yusuf ↔ Jin Park,Andres Gomez ↔ Jin Park,Arjun Desai ↔ Jin Park,Benjamin Cohen ↔ Jin Park,Gabriel Souza ↔ Jin Park,Jamal Carter ↔ Jin Park",,None,None,"Jin Park ↔ Nia Williams,Jin Park ↔ Oscar Lindberg,Jin Park ↔ Mohamed Abdallah","Jin Park ↔ Amina Yusuf ↔ Julia Nowak,Jin Park ↔ Amina Yusuf ↔ Oscar Lindberg,Jin Park ↔ Amina Yusuf ↔ Nia Williams",
Jinwoo Park,jinwoo.park@email.com,jinwoo.park,,,,University of Miami,Mathematics,"Problem solving, online tutorials",Statistician,Probability theory,12 miles,In Person,"Degree,Learning Habits,Struggling Concepts",2,90,17,2,90,17,3,100,19,1,70,13,2,90,17,3,100,19,3,100,19,Visual,,540,,Jin Ho Park ↔ Jinwoo Park,,,,,,
John Smith,john.smith@email.com,john.smith,,,,"University of California, San Diego",Political Science,"Debate, essay writing",Law school,,4 miles,In Person,"University,Degree,Learning Habits,Meet-up Mode",3,100,19,2,90,17,3,100,19,1,70,13,2,90,17,1,70,13,1,70,13,,,520,John Smith ↔ Marlene Paul,Jannik Schmid ↔ John Smith,,,,,,
Jonas Krüger,jonas.kruger@email.com,jonas.kruger,,,,"University of California, Berkeley",Chemistry,"Prefers labs, hands-on",Pharmaceutical research,Struggles with organic chemistry,7 miles,Hybrid,"Degree,Learning Habits,Struggling Concepts,Meet-up Mode",3,100,18,3,100,18,3,100,18,3,100,18,2,90,16,1,70,13,1,70,13,1,,560,,,,,,,,
Jonas Vogel,jonas.vogel@email.com,jonas.vogel,,,,University of Miami,History,"Timeline creation, group presentations",Historian,Struggles with historiography,6 miles,Online,"University,Degree,Meet-up Distance,Meet-up Mode",3,100,24,0,0,0,1,70,17,1,70,17,2,90,21,2,90,21,2,90,21,3,,420,Jonas Vogel ↔ Liam Murphy,,,,,,,
Juan Martinez,juan.martinez@email.com,juan.martinez,Notes not provided,,,University of Texas at Austin,Biology,"Group study, flashcards",Research scientist,Genetics,8 miles,In Person,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode,Other",2,90,17,2,90,17,2,90,17,2,90,17,2,90,17,2,90,17,2,90,17,Visual,,540,"Juan Martinez ↔ Julia Nowak,Juan Martinez ↔ Marta Kowalczyk,Juan Martinez ↔ Mohamed Abdallah,Juan Martinez ↔ Mohammed Hassan,Juan Martinez ↔ Nia Williams,Juan Martinez ↔ Nour El-Din,Juan Martinez ↔ Oscar Lindberg,Juan Martinez ↔ Sienna Murphy,Juan Martinez ↔ Yusuf Ali","Amina Yusuf ↔ Juan Martinez,Andres Gomez ↔ Juan Martinez,Arjun Desai ↔ Juan Martinez,Benjamin Cohen ↔ Juan Martinez,Gabriel Souza ↔ Juan Martinez,Jamal Carter ↔ Juan Martinez,Jin Park ↔ Juan Martinez",,None,None,,"Juan Martinez ↔ Amina Yusuf ↔ Julia Nowak,Juan Martinez ↔ Amina Yusuf ↔ Oscar Lindberg,Juan Martinez ↔ Jin Park ↔ Nia Williams",
Jule Werner,jule.werner@email.com,jule.werner,,,,"University of California, San Diego",Political Science,"Debate, policy analysis",Diplomat,Struggles with international law,4 miles,Online,"University,Learning Habits,Career Trajectories",0,0,0,2,90,19,2,90,19,3,100,21,3,100,21,3,100,21,3,100,21,2,,480,,,,,,,,
Julia Ivanova,julia.ivanova@email.com,julia.ivanova,,,,University of Illinois Urbana–Champaign,Linguistics,"Language exchange, reading",Translator,,8 miles,In Person,"University,Learning Habits,Struggling Concepts",3,100,19,1,70,13,3,100,19,3,100,19,2,90,17,1,70,13,1,70,13,,,530,,,,,,,,
Julia König,julia.konig@email.com,julia.konig,,,,Purdue University,Computer Engineering,"Coding sprints, robotics club",AI engineer,Struggles with hardware,8 miles,Hybrid,"Learning Habits,Struggling Concepts,Meet-up Mode",2,90,20,3,100,22,3,100,22,3,100,22,0,0,0,1,70,15,1,70,15,1,,460,Julia König ↔ Tim Neumann,,,,,,,
Julia Nowak,julia.nowak@email.com,julia.nowak,Notes not provided,,,Massachusetts Institute of Technology (MIT),Biology,"Group study, flashcards",Research scientist,Genetics,8 miles,In Person,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode,Other",2,90,17,2,90,17,2,90,17,2,90,17,2,90,17,2,90,17,2,90,17,Visual,,540,"Julia Nowak ↔ Marta Kowalczyk,Julia Nowak ↔ Mohamed Abdallah,Julia Nowak ↔ Mohammed Hassan,Julia Nowak ↔ Nia Williams,Julia Nowak ↔ Nour El-Din,Julia Nowak ↔ Sienna Murphy","Andres Gomez ↔ Julia Nowak,Arjun Desai ↔ Julia Nowak,Benjamin Cohen ↔ Julia Nowak,Gabriel Souza ↔ Julia Nowak,Jamal Carter ↔ Julia Nowak,Jin Park ↔ Julia Nowak,Juan Martinez ↔ Julia Nowak",,None,None,"Amina Yusuf ↔ Julia Nowak,Julia Nowak ↔ Mohammed Hassan,Arjun Desai ↔ Julia Nowak","Julia Nowak ↔ Amina Yusuf ↔ Oscar Lindberg,Julia Nowak ↔ Amina Yusuf ↔ Nia Williams,Julia Nowak ↔ Jin Park ↔ Oscar Lindberg",
Katharina Lorenz,katharina.lorenz@email.com,katharina.lorenz,,,,Georgia Institute of Technology,Architecture,"Studio work, design critiques",Architect,Struggles with design software,6 miles,In Person,"University,Struggling Concepts,Meet-up Distance,Meet-up Mode",0,0,0,2,90,20,3,100,22,3,100,22,1,70,15,3,100,22,3,100,22,2,,460,,,,,,,,
Kathrin Böhm,kathrin.bohm@email.com,kathrin.bohm,,,,Cornell University,History,"Timeline creation, group presentations",Historian,Struggles with historiography,6 miles,Hybrid,"University,Degree,Meet-up Distance",3,100,24,0,0,0,1,70,17,1,70,17,2,90,21,2,90,21,2,90,21,3,,420,,,,,,,,
Kevin Nguyen,kevin.nguyen@email.com,kevin.nguyen,,,,Georgia Institute of Technology,Engineering,"Hands-on projects, group work",Mechanical engineer,Thermodynamics,10 miles,In Person,"Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Mode",2,90,17,3,100,19,3,100,19,2,90,17,2,90,17,1,70,13,1,70,13,Kinesthetic,,540,"Kevin Nguyen ↔ Leah Stein,Kevin Nguyen ↔ Liam O'Connor,Kevin Nguyen ↔ Lina Svensson,Kevin Nguyen ↔ Linh Tran,Kevin Nguyen ↔ Lucas Meyer,Kevin Nguyen ↔ Maria Rodriguez,Kevin Nguyen ↔ Mateo Silva,Kevin Nguyen ↔ Mateusz Zielinski,Kevin Nguyen ↔ Mei Chen,Kevin Nguyen ↔ Nadia Benali,Kevin Nguyen ↔ Olivia Wilson,Kevin Nguyen ↔ Omar Farouk,Kevin Nguyen ↔ Pedro Alvarez,Kevin Nguyen ↔ Samantha Evans,Kevin Nguyen ↔ Samuel Mensah,Kevin Nguyen ↔ Santiago Lopez,Kevin Nguyen ↔ Sibel Yilmaz,Kevin Nguyen ↔ Sofia Garcia,Kevin Nguyen ↔ Sofia Petrova,Kevin Nguyen ↔ Tariq Aziz,Kevin Nguyen ↔ Tomasz Nowak,Kevin Nguyen ↔ Victoria Smith,Kevin Nguyen ↔ Yuki Tanaka","Aaliyah Mohammed ↔ Kevin Nguyen,Ahmed El-Sayed ↔ Kevin Nguyen,Ahmed Hassan ↔ Kevin Nguyen,Alexei Ivanov ↔ Kevin Nguyen,Anna Müller ↔ Kevin Nguyen,Ava Williams ↔ Kevin Nguyen,Aya Nakamura ↔ Kevin Nguyen,Emily Brown ↔ Kevin Nguyen,Ethan Johnson ↔ Kevin Nguyen,Fatima Al-Farsi ↔ Kevin Nguyen,Hana Kimura ↔ Kevin Nguyen,Helena Costa ↔ Kevin Nguyen,Ivan Horvat ↔ Kevin Nguyen,Jacob Green ↔ Kevin Nguyen",,,,"Dariusz Kowalski ↔ Kevin Nguyen,Jacob Green ↔ Kevin Nguyen,Kevin Nguyen ↔ Mei Chen,Diego Torres ↔ Kevin Nguyen,Kevin Nguyen ↔ Sofia Petrova,Ava Williams ↔ Kevin Nguyen,Ahmed El-Sayed ↔ Kevin Nguyen,Hana Kimura ↔ Kevin Nguyen,Kevin Nguyen ↔ Tomasz Nowak,Kevin Nguyen ↔ Leah Stein,Kevin Nguyen ↔ Linh Tran,Kevin Nguyen ↔ Pedro Alvarez","Kevin Nguyen ↔ Dariusz Kowalski ↔ Wei Zhang,Kevin Nguyen ↔ Dariusz Kowalski ↔ Mateo Silva,Kevin Nguyen ↔ Alexei Ivanov ↔ Dariusz Kowalski",
Kwame Boateng,kwame.boateng@email.com,kwame.boateng,,,,Florida International University,Biology,"Lab work, field research",Ecologist,Ecosystem dynamics,10 miles,In Person,"University,Learning Habits,Career Trajectories",1,70,15,3,100,21,1,70,15,3,100,21,1,70,15,1,70,15,1,70,15,Kinesthetic,,480,"Kwame Boateng ↔ Laila Rahman,Kwame Boateng ↔ Lucas Evans,Kwame Boateng ↔ Mariam Habib,Kwame Boateng ↔ Maya Cohen,Kwame Boateng ↔ Maya Sharma,Kwame Boateng ↔ Mikhail Orlov,Kwame Boateng ↔ Mina Hassan,Kwame Boateng ↔ Mustafa Demir,Kwame Boateng ↔ Noah Weber,Kwame Boateng ↔ Oluwaseun Adeyemi,Kwame Boateng ↔ Priya Patel,Kwame Boateng ↔ Rashid Khan,Kwame Boateng ↔ Ravi Kumar,Kwame Boateng ↔ Samuel Lee,Kwame Boateng ↔ Sana Qureshi,Kwame Boateng ↔ Sara Ahmed,Kwame Boateng ↔ Sophie Dubois,Kwame Boateng ↔ Svetlana Ivanova,Kwame Boateng ↔ Thiago Pereira,Kwame Boateng ↔ Viktor Novak,Kwame Boateng ↔ Yara Mansour,Kwame Boateng ↔ Zara Ali","Ananya Singh ↔ Kwame Boateng,Chinonso Okafor ↔ Kwame Boateng,Elena Popova ↔ Kwame Boateng,Grace Lee ↔ Kwame Boateng,Ivan Petrov ↔ Kwame Boateng",,,,"Kwame Boateng ↔ Laila Rahman,Ivan Petrov ↔ Kwame Boateng,Kwame Boateng ↔ Zara Ali,Isabella Rossi ↔ Kwame Boateng","Kwame Boateng ↔ Aisha Bello ↔ Leila Haddad,Kwame Boateng ↔ Leila Haddad ↔ Rashid Khan,Kwame Boateng ↔ Aisha Abdi ↔ Hiroshi Sato",
Laila Rahman,laila.rahman@email.com,laila.rahman,,,,Carnegie Mellon University,Biology,"Lab work, field research",Ecologist,Ecosystem dynamics,9 miles,In Person,"University,Learning Habits,Career Trajectories",1,70,15,3,100,21,1,70,15,3,100,21,1,70,15,1,70,15,1,70,15,Kinesthetic,,480,"Laila Rahman ↔ Leila Haddad,Laila Rahman ↔ Lucas Evans,Laila Rahman ↔ Mariam Habib,Laila Rahman ↔ Maya Cohen,Laila Rahman ↔ Maya Sharma,Laila Rahman ↔ Mikhail Orlov,Laila Rahman ↔ Mina Hassan,Laila Rahman ↔ Mustafa Demir,Laila Rahman ↔ Noah Weber,Laila Rahman ↔ Oluwaseun Adeyemi,Laila Rahman ↔ Priya Patel,Laila Rahman ↔ Rashid Khan,Laila Rahman ↔ Ravi Kumar,Laila Rahman ↔ Samuel Lee,Laila Rahman ↔ Sana Qureshi,Laila Rahman ↔ Sara Ahmed,Laila Rahman ↔ Sophie Dubois,Laila Rahman ↔ Thiago Pereira,Laila Rahman ↔ Viktor Novak,Laila Rahman ↔ Yara Mansour,Laila Rahman ↔ Zara Ali","Aisha Abdi ↔ Laila Rahman,Aisha Bello ↔ Laila Rahman,Ava Thompson ↔ Laila Rahman,Carlos Ramirez ↔ Laila Rahman,David Kim ↔ Laila Rahman,Emily Clark ↔ Laila Rahman,Fatoumata Diallo ↔ Laila Rahman,Hannah Müller ↔ Laila Rahman,Isabella Rossi ↔ Laila Rahman,Ivan Petrov ↔ Laila Rahman,Kwame Boateng ↔ Laila Rahman",,,,"Kwame Boateng ↔ Laila Rahman,Laila Rahman ↔ Sophie Dubois,Laila Rahman ↔ Maya Sharma,Laila Rahman ↔ Leila Haddad","Laila Rahman ↔ Emily Clark ↔ Svetlana Ivanova,Laila Rahman ↔ Ivan Petrov ↔ Maya Sharma,Laila Rahman ↔ Chinonso Okafor ↔ Svetlana Ivanova",
Laura Richter,laura.richter@email.com,laura.richter,,,,Florida International University,Drama,"Theatre productions, script analysis",Stage director,Struggles with stage design,10 miles,Online,"University,Learning Habits,Struggling Concepts,Meet-up Mode",1,70,15,3,100,22,3,100,22,3,100,22,0,0,0,2,90,20,2,90,20,2,,460,,"Chloe Lewis ↔ Laura Richter,David Schmitt ↔ Laura Richter",,,,"David Schmitt ↔ Laura Richter,Chloe Lewis ↔ Laura Richter",Laura Richter ↔ Chloe Lewis ↔ David Schmitt,
Lea Braun,lea.braun@email.com,lea.braun,,,,Purdue University,Chemistry,"Lab work, group experiments",Chemical engineer,Struggles with organic chemistry,7 miles,Hybrid,"Degree,Career Trajectories,Meet-up Distance,Meet-up Mode",3,100,22,0,0,0,3,100,22,2,90,20,3,100,22,1,70,15,1,70,15,2,,460,,,,,,,,
Leah Stein,leah.stein@email.com,leah.stein,,,,Massachusetts Institute of Technology (MIT),Engineering,"Hands-on projects, group work",Mechanical engineer,Thermodynamics,10 miles,In Person,"Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Mode",2,90,17,3,100,19,3,100,19,2,90,17,2,90,17,1,70,13,1,70,13,Kinesthetic,,540,"Leah Stein ↔ Liam O'Connor,Leah Stein ↔ Lina Svensson,Leah Stein ↔ Linh Tran,Leah Stein ↔ Lucas Meyer,Leah Stein ↔ Maria Rodriguez,Leah Stein ↔ Mateo Silva,Leah Stein ↔ Mateusz Zielinski,Leah Stein ↔ Mei Chen,Leah Stein ↔ Nadia Benali,Leah Stein ↔ Olivia Wilson,Leah Stein ↔ Omar Farouk,Leah Stein ↔ Pedro Alvarez,Leah Stein ↔ Samantha Evans,Leah Stein ↔ Samuel Mensah,Leah Stein ↔ Santiago Lopez,Leah Stein ↔ Sibel Yilmaz,Leah Stein ↔ Sofia Garcia,Leah Stein ↔ Sofia Petrova,Leah Stein ↔ Tariq Aziz,Leah Stein ↔ Tomasz Nowak,Leah Stein ↔ Victoria Smith,Leah Stein ↔ Wei Zhang,Leah Stein ↔ Yuki Tanaka","Aaliyah Mohammed ↔ Leah Stein,Ahmed El-Sayed ↔ Leah Stein,Ahmed Hassan ↔ Leah Stein,Alexei Ivanov ↔ Leah Stein,Anna Müller ↔ Leah Stein,Ava Williams ↔ Leah Stein,Aya Nakamura ↔ Leah Stein,Dariusz Kowalski ↔ Leah Stein,Diego Torres ↔ Leah Stein,Emily Brown ↔ Leah Stein,Ethan Johnson ↔ Leah Stein,Fatima Al-Farsi ↔ Leah Stein,Hana Kimura ↔ Leah Stein,Helena Costa ↔ Leah Stein,Ivan Horvat ↔ Leah Stein,Jacob Green ↔ Leah Stein,Kevin Nguyen ↔ Leah Stein",,,,"Fatima Al-Farsi ↔ Leah Stein,Leah Stein ↔ Lina Svensson,Leah Stein ↔ Tomasz Nowak,Diego Torres ↔ Leah Stein,Leah Stein ↔ Mateusz Zielinski,Kevin Nguyen ↔ Leah Stein,Leah Stein ↔ Mateo Silva,Aaliyah Mohammed ↔ Leah Stein","Leah Stein ↔ Dariusz Kowalski ↔ Kevin Nguyen,Leah Stein ↔ Dariusz Kowalski ↔ Wei Zhang,Leah Stein ↔ Fatima Al-Farsi ↔ Ivan Horvat",
Leila Benali,leila.benali@email.com,leila.benali,,,,California Institute of Technology (Caltech),Political Science,"Debates, essay writing",Diplomat,International law,9 miles,Online,"Learning Habits,Struggling Concepts,Career Trajectories",2,90,17,3,100,19,3,100,19,2,90,17,2,90,17,1,70,13,1,70,13,Auditory,,540,,,,,,,,
